user_id,ad_id,clm_session_id,category_id,platform,survive,escape,quick_process,getting_inspired,structured_process,boost_my_cv,quick_scan,prove_to_self,compare_options,rich_data,unbiased_information,dry_data,clear_job_information,human_verification,head_start,treated_with_respect,standing_out,present_real_me,manage_insecurity,being_informed,learn_from_process,rank_values,rank_money,rank_stability,rank_atmosphere,rank_balance,rank_happiness,rank_development,rank_promotion,rank_freedom,values,money,stability,atmosphere,balance,happiness,development,promotion,freedom,missed_interview,satisfaction,shortcutter,survivor,dreamer,prepared,perfect,believer,no_persona,top_persona
343871637,559495522,d7c15dd2-fc99-4a2a-bc15-ad883733b9a6,1425,Desktop,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7,5,2,3,6,9,4,1,8,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,4,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
NA,560352647,00e01c64-9dd7-40a6-ad37-c4dc5e531ff9,1213,Desktop,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,1,9,8,7,3,5,2,4,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,prepared
NA,530943740,f98a6de6-3365-44bc-8fa8-334990dfff46,1463,Desktop,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,9,2,6,1,5,4,8,3,7,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,shortcutter
NA,559246080,9e6671fa-72f9-4044-88b7-341c07814b8a,1473,Desktop,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5,7,1,3,9,6,2,8,4,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
NA,559605185,1c6a2132-8448-42c0-bf2c-43f1c8c957ce,1441,Desktop,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,2,3,8,6,9,1,5,7,4,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,shortcutter
NA,147198537,b9a49658-273c-46f4-b720-a3cc1a4d2181,1447,Desktop,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,7,2,5,1,6,4,9,8,3,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,believer
67149742,556434548,5a61557d-0afb-4208-86d3-9c1310727c3a,1435,Desktop,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,2,8,5,7,9,6,4,1,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,4,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,perfect
35440915,560337789,60447af5-5adb-4e1c-b86b-c9a090fefaa0,1421,Desktop,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,7,2,8,6,5,1,3,4,9,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,4,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,believer
47468989,559320575,d8c6fd3e-7c9a-4986-a174-c45832a3ca23,62,Desktop,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,7,3,5,2,1,6,4,8,9,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,believer
249327923,554772602,9b233712-6279-4eaa-8620-5b4c604298b7,1445,Desktop,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,9,1,6,7,8,4,5,2,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,believer
178342897,386718173,88031879-9d8c-4187-95ef-10052d97f5d3,53,Desktop,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,3,6,7,5,9,1,2,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,4,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,survivor
43131169,523354449,49d2ff6b-b9e4-4274-81af-16e29f33e425,1435,Desktop,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,3,4,1,8,6,5,7,2,9,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,survivor
65857946,544596323,dc53d4d5-59e7-474d-98ed-faa0680dfe29,1429,Desktop,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4,8,9,1,7,6,5,3,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,shortcutter
NA,558945303,ac44ce73-bc12-45f2-a15b-3d56a558da86,1421,Desktop,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,2,6,4,8,7,1,5,9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,6,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,shortcutter
58237340,558857287,f079a0e2-8062-49a3-8780-e8f6d7379412,1421,Desktop,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,7,2,6,4,9,1,3,5,8,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA
NA,559760635,e2b441ad-2968-4885-9e61-25b7b6b07e04,1213,Desktop,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4,2,3,1,9,5,7,6,8,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,perfect
4192395,531302778,329ad25a-6344-4cc7-bd0e-ed2ee134561f,164,Desktop,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,7,4,1,3,2,6,8,5,9,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,perfect
17390607,553523086,0acb4d9e-27bb-4b5f-9da7-ddc0b6beea0a,1421,Desktop,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4,1,5,8,6,9,3,2,7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,5,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,perfect
416751609,560170473,b5193590-e4d5-4b29-b5c9-e9b64052fc3d,65,Desktop,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4,7,9,5,6,8,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,prepared
83090713,559509980,4caffda4-e105-440b-af7e-1d836fb14fc3,164,Desktop,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,9,4,8,1,6,3,2,5,7,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,5,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,perfect
22360415,557777443,1d114902-c1e9-4127-8df7-4497e223b823,1443,Desktop,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,2,8,3,7,1,5,9,6,4,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,perfect
29601095,526514166,21b70b41-ac39-487d-8747-fb0d7bfb325f,64,Desktop,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,8,4,5,3,2,6,1,9,7,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,5,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,shortcutter
22375677,554045548,7f1a2d53-228f-45d4-8e0b-b6035dbb1b87,1447,Desktop,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,7,1,6,2,8,4,5,3,9,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,perfect
10778409,348171626,02b3de7b-e871-4ef3-aaf7-6810d142635e,1447,Desktop,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,9,2,5,1,4,3,6,8,7,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA
209466183,558163205,d0c386c7-1cbd-43e4-b61f-5ea787fcc539,64,Desktop,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,8,7,9,5,4,3,2,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,8,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,shortcutter
66463220,559767903,ad8e97c5-6426-4fc0-adfc-6c866b6fcb70,1435,Desktop,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,7,9,2,3,6,4,1,8,5,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,dreamer
NA,557365116,9ff60707-c09c-4d61-8a72-8fb53d30c4ee,1435,Desktop,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4,2,9,5,7,8,1,3,6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,3,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,believer
25832871,483352935,7240ec5c-2288-4a21-a55a-75cf9884b300,1447,Desktop,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4,7,9,8,6,1,5,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,4,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,survivor
NA,559028672,0ab1c5ea-2dfd-4993-a70c-9a730a7f3490,64,Desktop,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,8,1,9,4,5,7,6,3,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,8,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,perfect
NA,551557578,d63380ec-1835-4e71-8585-d4bbc02dcf12,64,Desktop,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,4,2,7,6,3,5,1,8,9,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,believer
21612971,557251996,edda92ee-a8b1-415c-a974-15bd5a9739d1,65,Desktop,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,8,3,5,2,4,6,1,7,9,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,6,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,shortcutter
24779121,560344748,f944ecc9-4a5c-4174-ab79-894540a4604e,65,Desktop,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,7,6,2,3,9,8,1,4,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,dreamer
11851891,559794991,ed5e954e-8669-43d6-b168-3b57971d4033,1435,Desktop,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,7,1,9,2,4,8,3,5,6,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,8,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,prepared
416788970,556538417,3fefbd0f-ba3b-420b-8db4-7f5710b03e54,1473,Desktop,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,8,3,4,2,1,9,5,6,7,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,prepared
NA,554025162,956f0d5f-64f5-4ce1-9016-35d76bd3a977,1447,Desktop,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,8,2,9,1,7,5,6,3,4,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,8,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NA
177088319,559384535,500945a7-0d64-43ee-880a-3386da468a49,1435,Desktop,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4,6,2,1,5,9,3,7,8,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,survivor
19685545,558187210,4ac76239-be81-4870-962c-1bea3508f791,65,Desktop,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4,3,9,6,2,8,1,5,7,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,believer
478996757,560334266,11a91313-74ab-487f-a84c-f1d02e767cbb,1435,Desktop,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,6,9,8,7,2,5,4,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,7,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,survivor
427381134,560345043,15a3ec64-4dd6-4b7b-b853-c4a0ea3f9cbd,65,Desktop,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,9,1,5,4,6,7,2,3,8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,7,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,prepared
