,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
1273,False,False,False,True,False,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,True,False,True,False,False,False
1274,False,True,False,False,True,False,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,False,True,False,True,True,False,False,False
1275,False,True,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,False,True,False,True,False,False,False,False,True
1276,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,False,False,False,True,True,True,False,False,False,False
1277,False,False,False,True,True,False,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,True,False
1278,False,True,False,False,True,False,False,False,True,True,False,True,True,True,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True
1279,False,True,False,False,True,True,False,False,True,True,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False
1280,True,True,False,False,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,True,False,False,False,True,True,False,True
1281,True,False,False,True,True,False,True,True,True,True,True,True,False,True,False,True,True,False,True,True,True,True,False,True,True,False,False,False,False,False,False
1282,False,True,True,False,True,False,False,False,True,True,True,False,True,False,False,True,True,True,False,True,True,False,True,False,True,True,False,False,False,False,False
1283,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,False,False,True,False,False,False,True
1284,True,True,False,True,True,False,True,True,True,True,False,True,True,True,False,True,False,True,True,True,True,False,True,True,False,False,False,False,True,False,False
1285,True,True,True,False,True,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,True,False,False
1286,False,True,False,True,True,False,False,False,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,False,False,True,True,False,False,False,False
1287,False,False,False,True,True,False,False,False,True,True,True,False,False,True,True,True,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False
1288,False,False,False,False,True,True,True,False,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,False,False,False,False,True,True,False,False
1289,True,False,False,False,False,True,False,True,False,True,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True
1290,False,False,False,True,True,False,True,False,True,True,True,False,True,True,True,False,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False
1291,False,True,False,True,True,False,True,False,True,True,True,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,False,False,False
1292,False,True,False,False,False,False,True,False,True,True,True,False,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,False,False
1293,True,True,False,False,True,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,False,False
1294,False,True,False,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,True,False,True,False,False,False,True,False
1295,False,True,False,False,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False
1296,False,True,True,False,True,True,True,True,True,False,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True
1297,False,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,False,True,True,False,False,True,False,False,False,False
1298,False,True,False,False,True,False,False,True,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,False,False,True,False,False,True,False,False
1299,False,True,False,False,True,True,False,True,True,True,True,False,True,True,False,True,False,True,False,True,True,True,False,True,False,False,False,False,True,False,False
1300,False,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,True,False,True
1301,False,True,False,False,True,True,True,False,True,True,True,False,True,False,False,True,True,True,False,True,True,False,False,True,False,False,True,True,False,False,True
1302,False,True,False,False,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,False,False,True,False,False,False
1303,False,True,True,True,False,False,False,False,True,True,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
1304,True,False,False,True,True,False,True,True,True,True,False,False,True,True,False,True,False,True,True,True,False,False,True,True,True,False,False,False,False,False,False
1305,False,False,False,False,True,True,False,False,True,True,True,False,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False
1306,True,False,False,True,True,False,False,True,True,True,True,True,False,True,False,True,True,True,False,True,True,False,False,False,False,True,True,True,False,False,False
1307,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,True,False,False,True,False,True,False,False,True
1308,True,True,True,True,True,False,False,False,True,True,False,False,True,True,False,True,False,True,True,True,True,False,False,False,False,False,True,False,True,True,False
1309,False,True,False,False,True,False,False,True,True,True,True,False,True,False,False,True,False,True,True,True,False,True,False,False,True,False,True,False,False,False,False
1310,False,True,False,False,False,True,False,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False
1311,False,False,False,False,True,False,False,True,True,True,True,False,True,True,False,True,False,True,False,True,True,False,False,True,True,False,False,True,False,False,False
1312,True,True,False,True,True,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False,True,True,False
1313,False,False,False,False,True,True,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,True,True,False,True,False,False,False,False
1314,False,True,True,False,True,False,False,False,True,True,True,True,False,True,False,True,True,True,False,False,True,True,False,False,False,False,False,False,True,True,True
1315,False,True,True,True,False,False,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False
1316,False,True,False,True,True,False,False,True,True,True,True,False,True,True,False,True,True,True,False,True,True,False,True,False,True,True,False,False,False,False,False
1317,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,True,False
1318,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,True,True,True,False,False,True,False,True,True,False,False,True,False,False,False,False
1319,True,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,True,True,False,True,False,True,False,False,False,False,True
1320,False,True,False,True,True,False,False,False,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,True,True,True,False,False,False,False,True
1321,False,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False
1322,False,True,False,False,True,True,False,True,True,True,True,True,True,True,False,True,False,True,True,True,False,False,True,False,True,False,False,True,False,False,False
1323,False,True,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,False,True,False,True,False,False,False,False
1324,False,True,False,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,False,True,True,True,False,False,False,False,False,True
1325,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False,False,True,True
1326,True,False,True,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False
1327,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,True,True,False,True,True
1328,True,True,False,False,True,True,False,False,True,True,True,False,False,True,False,True,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False
1329,True,True,False,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,False,False,True,False,True
1330,False,True,False,False,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False,False,True,False,True,False,True,False,False,True,False,False,False
1331,False,True,False,False,True,False,True,False,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,False,False,False,False,True,False,True
1332,True,True,False,False,True,False,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,True,False,True,False,True
1333,False,True,False,False,True,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,True,True,True,False,False,False,False,True
1334,False,True,True,False,False,False,True,False,True,True,True,False,True,True,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False
1335,False,True,False,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True,True,True,True,False,True,False,False,False,False,False,False
1336,False,True,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,True,True,False,True,False,False,False,False,False
1337,False,False,False,True,False,False,False,False,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False
1338,False,True,True,True,True,False,False,False,True,True,True,False,True,True,False,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False,False
1339,False,False,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,True,True,False
1340,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,True
1341,False,True,False,False,True,False,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,False,True,False,True,False,True,False,False,False,True
1342,False,False,False,False,True,True,False,False,True,True,True,False,True,False,False,True,True,True,False,True,False,False,True,True,False,True,False,False,False,False,True
1343,False,False,False,True,True,False,False,False,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,False,True,False,False,False,False,False
1344,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
1345,False,True,True,True,False,True,True,False,True,True,True,False,True,False,False,True,False,False,False,True,True,False,False,False,True,True,False,False,False,True,False
1346,False,False,False,True,False,True,False,False,True,True,True,False,True,True,True,True,True,False,True,True,True,False,True,False,True,False,False,False,False,True,True
1347,False,True,False,True,True,False,False,True,True,True,True,True,False,False,False,True,True,True,True,True,False,False,False,True,True,True,False,False,False,False,False
1348,False,False,False,False,True,True,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False
1349,True,True,False,True,True,False,False,True,True,True,True,True,True,False,False,True,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False
1350,False,True,False,True,False,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,False,False,True,True,False,False,False,False,True,False,True
1351,False,False,False,False,True,True,False,False,True,True,True,False,True,True,True,True,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False
1352,False,False,False,True,False,False,True,False,True,True,True,False,True,True,False,True,True,True,False,True,True,False,False,False,True,True,True,False,False,False,False
1353,True,False,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,True,False,True,False,False,False,True
1354,True,False,True,True,True,False,False,True,True,True,True,True,False,True,False,True,True,True,True,True,False,False,True,True,True,False,False,False,False,False,False
1355,False,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False
1356,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,True,False,False,False,True
1357,True,True,True,True,True,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,True,False,False,False
1358,False,True,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False
1359,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False,True,False,False,False,True,False
1360,True,True,False,False,False,False,False,False,True,True,True,True,True,True,False,True,False,True,True,True,False,False,True,True,False,False,False,True,False,False,False
1361,False,True,False,True,False,False,True,False,True,True,True,True,True,True,False,True,False,True,True,True,False,False,False,True,True,True,False,False,False,False,False
1362,False,True,True,True,True,False,False,True,True,True,True,False,True,False,True,True,True,False,True,True,True,False,True,True,False,True,False,False,False,False,True
1363,True,False,False,False,True,False,False,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,False,False,False,True,False,False,False
1364,False,True,False,True,True,True,False,False,True,True,True,False,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,False,True,True
1365,True,True,False,True,False,False,False,False,True,True,True,False,False,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False
1366,True,False,False,False,True,False,False,True,True,True,False,False,False,False,False,True,True,True,True,True,True,False,True,False,False,True,True,False,False,False,False
1367,True,True,False,True,False,False,False,False,True,True,True,False,True,True,False,True,True,True,False,True,True,True,False,False,True,True,False,False,False,False,True
1368,False,False,False,False,True,False,False,False,True,True,True,False,False,False,True,True,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False
1369,False,True,True,False,True,True,False,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False
1370,False,False,False,True,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,True,False,False,True,False
1371,False,True,False,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,False,False,False,False
1372,True,True,False,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,False,False,False,True,False,False,False
1373,True,False,False,True,True,False,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,False,True,False,False,True,False,False,False
1374,False,True,True,True,False,False,False,True,True,True,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,True,False,True,False,False,False
1375,False,False,False,True,True,True,False,True,True,True,True,False,True,True,True,False,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False
1376,False,True,False,True,True,False,False,True,True,True,True,False,True,True,False,True,False,True,False,False,True,False,False,True,True,True,False,False,False,False,False
1377,False,True,False,True,True,True,False,False,True,True,True,False,True,True,False,True,False,False,False,True,True,False,False,True,True,True,False,False,False,False,False
1378,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False
1379,False,True,False,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,True,False,True,True,False
1380,False,False,False,False,True,False,True,True,True,True,False,True,False,True,True,True,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False
1381,False,True,False,False,True,True,False,True,True,True,True,False,True,True,False,True,True,True,False,False,True,False,False,False,True,True,False,False,False,True,False
1382,False,True,True,False,True,False,False,False,False,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,True,False,False,False,False,False,False
1383,True,True,False,True,True,True,False,False,True,True,True,False,True,True,True,True,True,False,True,True,False,False,True,True,False,False,False,True,False,False,False
1384,True,True,False,True,True,False,False,True,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,True
1385,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,True,True,False,False,False,False,False,True,False,False
1386,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,False,True,True,False,False,True,False,False,False
1387,False,False,False,False,True,True,False,False,True,True,False,False,True,True,True,True,True,True,False,True,True,True,False,False,True,True,False,False,False,False,False
1388,False,True,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,False,False,False,False,True
1389,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,False,False,False,False,False
1390,True,False,True,False,False,False,True,False,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,False,False,False,False,False,True,True,False
1391,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,True,True,False,True,False,False,False
1392,True,True,False,True,True,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,False,True,False,True,False,True,False,False
1393,False,True,False,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,False,False,True,True,False,False,False
1394,True,False,True,False,True,False,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,False,True,False,True,True,False,False,False,False
1395,False,True,False,False,True,False,False,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,False,False,True,False,False,False,True,False
1396,True,False,True,False,True,False,False,False,True,True,True,True,False,False,False,True,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False
1397,False,False,False,False,False,False,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False
1398,False,True,False,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,False,False
1399,False,False,False,False,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,False,True,False,False,False,True,True,False,False,False
1400,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,False,False,True,True,True,True,False,False,True,False,False,False,False,True,True,False
1401,False,False,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,False,True,False,False,False,True,False,False
1402,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,False,False,True,False,True,True,False,False,False,False,False
1403,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False
1404,True,False,True,False,True,False,False,True,True,True,False,False,True,True,False,True,True,True,True,True,False,False,True,False,True,True,False,False,False,False,True
1405,False,True,True,True,True,False,False,True,True,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False
1406,True,False,False,True,True,True,False,False,True,True,True,True,False,False,False,True,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False
1407,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,True,False,True
1408,True,True,False,True,True,False,False,True,True,True,True,False,False,False,False,True,True,True,False,False,True,False,False,True,True,False,False,True,False,False,False
1409,False,True,False,True,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,False,True,True,False,False,False,False,True,False,False,True,False
1410,False,True,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,False,True,True
1411,True,False,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False
1412,False,True,False,False,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,False,False,False,False
1413,False,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,False,True,True,False,False,False,True,False,False,False
1414,False,True,False,False,True,True,True,True,True,True,True,False,False,False,True,True,True,True,False,True,True,True,False,False,True,False,False,False,True,False,True
1415,False,True,False,True,True,True,False,False,True,True,True,True,True,True,False,True,False,False,True,True,True,False,True,False,True,True,False,False,False,False,True
1416,False,True,False,True,True,False,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True
1417,False,True,True,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,True,False,True
1418,True,True,False,False,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,False,False,False,False,True,False,False,True
1419,True,False,True,False,True,False,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,False,True,True,False,True,False,False,False
1420,True,True,False,False,True,True,False,False,True,True,True,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,False,True,True
1421,True,False,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,False,False,False,True
1422,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,False,False,False,False,False
1423,False,True,False,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,True,False,False,False
1424,False,True,False,True,True,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,True,False,False,True,False,True,False,False,False
1425,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False,True,True,False
1426,False,True,True,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,True,False,True,True,False,True
1427,False,False,False,False,True,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,True,True,True,False,False,False,False,False,True
1428,False,False,False,True,False,False,False,False,True,True,True,True,True,True,False,True,False,True,True,True,False,False,True,True,True,False,False,False,False,False,False
1429,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,False,False
1430,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,True,False,False,False,True
1431,False,True,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True
1432,True,True,True,True,True,False,False,True,True,True,True,False,False,False,False,True,True,True,True,True,True,False,False,False,True,True,False,False,False,True,False
1433,True,False,False,True,True,False,False,False,True,True,True,True,True,False,False,True,False,True,True,True,False,False,True,False,True,True,False,False,False,False,False
1434,False,True,False,False,True,True,False,True,True,True,True,True,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False
1435,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False
1436,True,True,False,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,False,True,False,True,False,False,False,False
1437,False,False,True,True,False,False,False,True,True,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False
1438,True,False,True,False,True,True,False,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False
1439,True,True,False,False,True,False,False,True,True,True,True,True,True,False,False,True,False,True,True,True,False,False,False,False,False,False,True,True,False,True,False
1440,False,True,False,True,True,False,True,False,True,True,True,False,True,False,False,True,False,True,True,True,True,False,True,True,False,False,False,False,False,True,False
1441,True,True,False,True,False,False,False,True,True,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False
1442,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,True
1443,True,False,False,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,True
1444,True,True,False,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True
1445,False,False,False,False,True,True,False,True,True,True,True,False,True,True,False,True,True,True,False,False,True,False,True,True,True,False,False,False,False,False,False
1446,False,True,False,False,True,False,False,False,True,True,True,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False,True,True,False
1447,False,True,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False
1448,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,False,False,False,False,True,True,False
1449,False,False,True,False,True,False,False,True,True,False,True,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False
1450,True,False,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False
1451,False,True,False,False,True,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,False,False,True,False,True,False,False,True,False,False,False
1452,False,True,False,False,True,True,False,False,True,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False
1453,True,True,False,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False
1454,True,False,False,False,True,True,True,False,True,True,True,False,True,True,False,True,True,True,False,False,True,False,True,True,False,True,False,False,False,False,True
1455,True,True,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,True
1456,False,True,False,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,True,False,False,True,False,True,False,False,False
1457,True,True,False,True,True,False,True,False,True,True,True,False,False,True,False,True,True,True,True,True,False,False,True,False,True,True,False,False,False,False,False
1458,False,True,True,False,True,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,False,False,False,False,False,False
1459,False,False,True,True,False,False,False,True,True,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False
1460,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,False,False,False,False,False,False
1461,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,True,False,True,False,False,False,False,True,False,False
1462,False,True,True,True,False,True,False,False,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False
1463,False,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,True,True,False,False,False,False,False
1464,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,False,False,False,False,True,True,False
1465,False,False,False,False,True,False,False,True,True,True,True,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False
1466,False,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True,False,False,False,True
1467,False,False,True,False,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,False,True,False,False,True,False,True,False,False,False
1468,True,True,False,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False,False
1469,False,False,False,False,True,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,False,False,False,True,False,False,False
1470,True,False,True,False,False,False,False,True,True,False,True,False,False,True,True,False,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False
1471,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,False,False
1472,False,True,False,True,True,False,True,False,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,False,True,False,True
1473,False,True,False,True,False,False,True,False,True,True,True,False,True,True,False,True,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False
1474,True,True,False,False,True,False,False,False,True,True,True,False,True,True,False,True,True,True,True,True,False,False,True,False,True,True,False,False,False,False,True
1475,False,True,False,False,True,True,True,False,True,True,True,False,True,True,True,True,True,True,False,True,True,False,True,False,False,True,False,True,False,False,False
1476,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,True,False,True,True,False,False,False
1477,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False
1478,False,True,False,False,True,True,False,False,True,True,True,False,True,True,True,True,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False
1479,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,True,True
1480,False,True,False,False,True,True,False,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,False,False,True,True,False,False,False,False
1481,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,True,True,True,True,True,False,False,True,True,True,False,False,False,False,False,False
1482,False,False,False,True,True,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,False,False,False,False,True,True,False,True,False,False,True
1483,False,True,False,False,True,True,False,True,True,True,True,True,False,True,False,True,False,True,True,True,False,True,False,True,False,False,False,False,False,True,False
1484,False,True,False,False,True,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False
1485,True,True,True,False,False,False,True,False,True,True,True,True,True,True,False,True,False,True,True,True,False,False,True,True,True,False,False,False,False,False,True
1486,False,True,False,True,False,False,False,True,True,True,False,True,True,True,False,True,True,True,True,False,True,False,False,True,True,True,False,False,False,False,False
