,user_id,ad_id,clm_session_id,category_id,platform,survive,escape,quick_process,getting_inspired,structured_process,boost_my_cv,quick_scan,prove_to_self,compare_options,rich_data,unbiased_information,dry_data,clear_job_information,human_verification,head_start,treated_with_respect,standing_out,present_real_me,manage_insecurity,being_informed,learn_from_process,rank_values,rank_money,rank_stability,rank_atmosphere,rank_balance,rank_happiness,rank_development,rank_promotion,rank_freedom,values,money,stability,atmosphere,balance,happiness,development,promotion,freedom,missed_interview,satisfaction,shortcutter,survivor,dreamer,prepared,perfect,believer,no_persona,top_persona,cluster
25,65857946.0,544596323,dc53d4d5-59e7-474d-98ed-faa0680dfe29,1429.0,Desktop,True,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,4,8,9,1,7,6,5,3,2,False,False,False,True,False,False,False,True,True,False,3,False,True,False,True,False,False,False,shortcutter,1
26,,558945303,ac44ce73-bc12-45f2-a15b-3d56a558da86,1421.0,Desktop,False,True,False,False,True,False,False,True,True,True,True,False,True,False,False,True,True,True,True,True,False,3,2,6,4,8,7,1,5,9,True,True,False,False,False,False,True,False,False,False,6,False,True,True,True,True,True,False,shortcutter,3
27,58237340.0,558857287,f079a0e2-8062-49a3-8780-e8f6d7379412,1421.0,Desktop,False,True,False,False,True,False,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,7,2,6,4,9,1,3,5,8,False,True,False,False,False,True,True,False,False,False,7,True,True,True,True,True,True,False,,2
28,,559760635,e2b441ad-2968-4885-9e61-25b7b6b07e04,1213.0,Desktop,False,True,False,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,4,2,3,1,9,5,7,6,8,False,True,True,True,False,False,False,False,False,False,5,True,True,True,True,False,True,False,perfect,3
29,4192395.0,531302778,329ad25a-6344-4cc7-bd0e-ed2ee134561f,164.0,Desktop,False,True,False,True,True,False,False,True,True,True,True,True,True,False,False,True,False,True,True,True,True,7,4,1,3,2,6,8,5,9,False,False,True,True,True,False,False,False,False,False,5,False,False,True,True,False,False,False,perfect,4
30,17390607.0,553523086,0acb4d9e-27bb-4b5f-9da7-ddc0b6beea0a,1421.0,Desktop,False,False,False,False,True,False,True,False,True,True,True,True,True,False,True,True,True,True,True,True,False,4,1,5,8,6,9,3,2,7,False,True,False,False,False,False,True,True,False,False,5,True,True,False,True,False,False,False,perfect,3
31,416751609.0,560170473,b5193590-e4d5-4b29-b5c9-e9b64052fc3d,65.0,Desktop,False,True,True,True,True,False,False,False,True,True,True,False,True,True,False,True,True,True,True,True,False,4,7,9,5,6,8,2,1,3,False,False,False,False,False,False,True,True,True,True,3,True,False,True,False,True,True,False,prepared,1
32,83090713.0,559509980,4caffda4-e105-440b-af7e-1d836fb14fc3,164.0,Desktop,False,False,False,True,True,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True,True,9,4,8,1,6,3,2,5,7,False,False,False,True,False,True,True,False,False,False,5,True,False,False,True,False,True,False,perfect,2
33,22360415.0,557777443,1d114902-c1e9-4127-8df7-4497e223b823,1443.0,Desktop,True,True,True,True,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,False,True,2,8,3,7,1,5,9,6,4,True,False,True,False,True,False,False,False,False,True,4,False,True,False,False,False,False,False,perfect,0
34,29601095.0,526514166,21b70b41-ac39-487d-8747-fb0d7bfb325f,64.0,Desktop,False,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,8,4,5,3,2,6,1,9,7,False,False,False,True,True,False,True,False,False,True,5,False,False,True,True,True,False,False,shortcutter,3
35,22375677.0,554045548,7f1a2d53-228f-45d4-8e0b-b6035dbb1b87,1447.0,Desktop,False,True,False,False,True,False,False,False,True,True,False,True,False,False,False,True,True,True,True,True,False,7,1,6,2,8,4,5,3,9,False,True,False,True,False,False,False,True,False,False,5,True,True,True,True,False,False,False,perfect,4
36,10778409.0,348171626,02b3de7b-e871-4ef3-aaf7-6810d142635e,1447.0,Desktop,True,True,True,False,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,True,True,9,2,5,1,4,3,6,8,7,False,True,False,True,False,True,False,False,False,True,5,False,False,False,False,False,False,True,,4
37,209466183.0,558163205,d0c386c7-1cbd-43e4-b61f-5ea787fcc539,64.0,Desktop,False,True,False,True,True,False,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,1,8,7,9,5,4,3,2,6,True,False,False,False,False,False,True,True,False,False,8,False,False,True,True,True,True,False,shortcutter,1
38,66463220.0,559767903,ad8e97c5-6426-4fc0-adfc-6c866b6fcb70,1435.0,Desktop,True,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,False,False,True,7,9,2,3,6,4,1,8,5,False,False,True,True,False,False,True,False,False,False,8,True,False,False,True,False,False,False,dreamer,2
39,,557365116,9ff60707-c09c-4d61-8a72-8fb53d30c4ee,1435.0,Desktop,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True,4,2,9,5,7,8,1,3,6,False,True,False,False,False,False,True,True,False,False,3,False,True,False,True,True,False,False,believer,0
40,25832871.0,483352935,7240ec5c-2288-4a21-a55a-75cf9884b300,1447.0,Desktop,False,False,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,False,True,True,4,7,9,8,6,1,5,2,3,False,False,False,False,False,True,False,True,True,False,4,False,False,False,True,False,True,False,survivor,1
41,,559028672,0ab1c5ea-2dfd-4993-a70c-9a730a7f3490,64.0,Desktop,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,8,1,9,4,5,7,6,3,2,False,True,False,False,False,False,False,True,True,False,8,False,True,True,False,False,True,False,perfect,1
42,,551557578,d63380ec-1835-4e71-8585-d4bbc02dcf12,64.0,Desktop,True,True,False,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,4,2,7,6,3,5,1,8,9,False,True,False,False,True,False,True,False,False,False,5,False,False,False,True,False,False,False,believer,3
43,21612971.0,557251996,edda92ee-a8b1-415c-a974-15bd5a9739d1,65.0,Desktop,False,True,False,False,True,False,True,False,True,True,True,False,False,True,False,True,False,True,True,False,True,8,3,5,2,4,6,1,7,9,False,True,False,True,False,False,True,False,False,False,6,False,True,True,True,True,True,False,shortcutter,4
44,24779121.0,560344748,f944ecc9-4a5c-4174-ab79-894540a4604e,65.0,Desktop,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,5,7,6,2,3,9,8,1,4,False,False,False,True,True,False,False,True,False,False,6,False,False,False,False,False,False,True,dreamer,0
45,11851891.0,559794991,ed5e954e-8669-43d6-b168-3b57971d4033,1435.0,Desktop,False,True,True,True,True,False,False,True,True,True,True,True,True,False,False,True,True,True,False,True,False,7,1,9,2,4,8,3,5,6,False,True,False,True,False,False,True,False,False,True,8,False,True,True,False,False,False,False,prepared,4
46,416788970.0,556538417,3fefbd0f-ba3b-420b-8db4-7f5710b03e54,1473.0,Desktop,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,True,True,False,8,3,4,2,1,9,5,6,7,False,True,False,True,True,False,False,False,False,False,6,True,True,False,False,False,False,False,prepared,4
47,,554025162,956f0d5f-64f5-4ce1-9016-35d76bd3a977,1447.0,Desktop,False,False,True,True,True,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,True,8,2,9,1,7,5,6,3,4,False,True,False,True,False,False,False,True,False,False,8,True,False,True,False,False,True,False,,4
48,177088319.0,559384535,500945a7-0d64-43ee-880a-3386da468a49,1435.0,Desktop,False,True,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,True,False,4,6,2,1,5,9,3,7,8,False,False,True,True,False,False,True,False,False,False,5,True,False,True,True,False,False,False,survivor,3
49,19685545.0,558187210,4ac76239-be81-4870-962c-1bea3508f791,65.0,Desktop,True,True,False,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,False,True,True,4,3,9,6,2,8,1,5,7,False,True,False,False,True,False,True,False,False,False,2,False,False,False,True,True,False,False,believer,2
50,478996757.0,560334266,11a91313-74ab-487f-a84c-f1d02e767cbb,1435.0,Desktop,False,False,False,True,True,True,False,False,True,True,True,True,False,False,False,True,True,False,True,True,True,1,6,9,8,7,2,5,4,3,True,False,False,False,False,True,False,False,True,False,7,False,False,True,True,False,True,False,survivor,1
51,427381134.0,560345043,15a3ec64-4dd6-4b7b-b853-c4a0ea3f9cbd,65.0,Desktop,False,True,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,True,9,1,5,4,6,7,2,3,8,False,True,False,False,False,False,True,True,False,False,7,False,True,True,False,False,False,False,prepared,0
52,4838073.0,551731985,a8e41e9f-e566-475d-be48-8ddd5a0e6dc9,56.0,Desktop,False,False,True,True,True,False,True,True,True,True,True,False,False,True,False,True,True,False,True,True,True,9,3,2,7,4,6,1,5,8,False,True,True,False,False,False,True,False,False,False,7,False,True,True,False,True,False,False,,4
53,40250781.0,538950734,ae89ad9b-7569-4634-b355-656175cb06a8,1439.0,Desktop,False,True,False,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,False,True,8,1,2,6,4,5,3,7,9,False,True,True,False,False,False,True,False,False,False,7,False,False,True,True,True,False,False,shortcutter,3
54,,545762164,dcebc593-4992-4715-80bf-5d940cb0dc60,64.0,Desktop,False,True,False,False,True,True,False,False,True,True,True,False,True,True,False,True,False,False,False,True,True,6,5,9,8,4,7,3,1,2,False,False,False,False,False,False,True,True,True,False,5,False,False,True,True,True,False,False,survivor,2
55,,377397867,d491edbf-01e1-4078-8181-9d5b79b0916c,64.0,Desktop,False,True,False,False,True,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,False,1,8,9,7,6,2,5,3,4,True,False,False,False,False,True,False,True,False,False,2,False,False,True,True,True,True,False,survivor,1
56,43070353.0,510198110,18c72172-d336-4dcb-a789-888affeec88b,1421.0,Desktop,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,4,9,1,2,5,6,3,8,7,False,False,True,True,False,False,True,False,False,False,7,False,False,False,True,False,False,False,believer,3
57,432130245.0,504316491,9777cf3c-784f-4170-9bf6-72df49084d18,1421.0,Desktop,False,False,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,False,False,True,5,8,1,3,2,7,4,6,9,False,False,True,True,True,False,False,False,False,False,9,False,False,False,True,True,True,False,shortcutter,2
58,76935183.0,348958870,86a2cb4a-6027-4702-960b-ca40030ce7c0,1445.0,Desktop,False,True,False,False,True,False,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,3,8,9,5,1,7,6,4,2,True,False,False,False,True,False,False,False,True,False,4,False,False,True,True,False,True,False,perfect,1
59,21582167.0,559923576,def4032e-4f83-4f8b-a7b6-01e642b8ec65,64.0,Desktop,False,False,False,False,True,False,False,False,True,True,True,False,False,True,False,True,False,True,False,True,False,5,7,2,3,1,4,8,9,6,False,False,True,True,True,False,False,False,False,False,8,False,False,False,True,False,True,False,shortcutter,2
60,67216276.0,475767980,4e614000-9a57-4a54-9f29-3e7c6c60b49b,1443.0,Desktop,False,True,False,True,True,False,True,False,True,True,True,True,True,True,False,True,True,True,False,True,False,8,4,1,9,2,3,7,5,6,False,False,True,False,True,True,False,False,False,True,10,True,False,True,True,False,True,False,perfect,4
61,,556629162,3e8c7fce-6e76-4d90-bfbd-d96749456bb4,1477.0,Desktop,False,True,False,True,False,False,True,True,True,True,True,False,True,False,False,True,False,False,True,True,False,1,7,4,8,9,6,3,2,5,True,False,False,False,False,False,True,True,False,False,5,False,False,True,False,True,False,False,shortcutter,4
62,,558198332,af9b303e-4d7f-4ff1-97fc-54add09e1c7b,520.0,Desktop,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5,3,2,4,7,9,1,6,8,False,True,True,False,False,False,True,False,False,False,4,True,True,False,False,False,False,False,prepared,0
63,13393075.0,453420783,38f12d52-29b8-4da3-96dd-7665c9fa0084,64.0,Desktop,True,True,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,7,3,8,4,6,2,5,9,1,False,True,False,False,False,True,False,False,True,True,10,True,True,False,True,False,False,False,believer,1
64,73538690.0,537483643,28703284-bfa3-4c5d-a630-fb6f8b69db17,1447.0,Desktop,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,True,True,True,True,9,3,1,5,6,4,2,8,7,False,True,True,False,False,False,True,False,False,True,7,True,False,True,False,False,False,False,perfect,4
65,,556524052,6aa9a0ec-b22f-49aa-9ef4-b4510c03dfb2,1435.0,Desktop,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,True,False,True,True,True,False,1,6,7,3,9,8,2,5,4,True,False,False,True,False,False,True,False,False,False,7,False,False,True,True,True,True,False,shortcutter,4
66,478994475.0,368105466,f839f040-a6c2-44a9-8e03-e3b830ec423b,1421.0,Desktop,False,False,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,False,False,True,True,5,3,7,4,2,8,1,6,9,False,True,False,False,True,False,True,False,False,False,5,True,False,False,True,True,False,False,survivor,2
67,81921313.0,555712541,58dbda2d-dd71-499f-8c43-38a978e1dab1,64.0,Desktop,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,True,False,True,True,True,True,6,7,5,1,3,8,4,9,2,False,False,False,True,True,False,False,False,True,False,5,False,False,False,True,False,True,False,survivor,2
68,,544635741,ecf8eb0c-49ce-499c-b1e0-57ef4707b3cd,1435.0,Desktop,False,True,False,True,False,False,False,True,True,True,True,False,True,False,False,True,True,False,True,True,False,3,5,1,6,7,9,4,2,8,True,False,True,False,False,False,False,True,False,True,8,False,False,True,False,True,False,False,shortcutter,1
69,70274256.0,554265574,a9d7eb36-48bb-48a6-beee-423bb40f5409,163.0,Desktop,True,True,False,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,False,4,8,6,2,7,1,9,5,3,False,False,False,True,False,True,False,False,True,False,5,False,True,False,True,False,False,False,shortcutter,1
70,,483106330,a5ac6ee1-774a-473b-b2c0-25e34107301c,1447.0,Desktop,False,True,True,False,True,False,False,True,True,True,True,False,True,True,False,True,True,True,False,True,True,5,2,3,4,1,8,6,9,7,False,True,True,False,True,False,False,False,False,False,5,False,True,True,False,True,False,False,prepared,2
71,,558749822,b9ce0ef7-0b35-4435-b504-cf64a59aea88,65.0,Desktop,False,True,False,True,True,False,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,2,3,7,5,9,4,8,1,6,True,True,False,False,False,False,False,True,False,False,8,False,True,True,True,True,True,False,shortcutter,1
72,,522718545,4b2dcd6b-9ae3-489a-a0de-6d3af23d83f0,1447.0,Desktop,False,False,False,True,True,False,True,False,True,True,True,True,True,False,False,True,False,True,False,True,True,3,1,5,8,9,2,7,4,6,True,True,False,False,False,True,False,False,False,False,8,True,True,True,True,False,True,False,perfect,4
73,,559798872,644fe7be-21d1-4400-a908-c7144de14c46,1469.0,Desktop,True,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,2,8,6,9,1,7,4,3,5,True,False,False,False,True,False,False,True,False,False,5,False,True,False,True,False,False,False,dreamer,1
74,41961245.0,88471235,73bb2263-2028-4d99-b65c-507f3789a051,1435.0,Desktop,False,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,8,2,6,7,1,5,3,9,4,False,True,False,False,True,False,True,False,False,False,8,False,False,True,True,False,False,False,survivor,2
75,435123748.0,559106783,9131e780-3ef3-4cda-b016-64e5e2406849,1421.0,Desktop,False,True,False,True,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,9,1,2,3,4,7,6,5,8,False,True,True,True,False,False,False,False,False,False,5,False,False,True,True,True,False,False,shortcutter,3
76,,556521339,77e75167-5167-44e0-b8ad-c9989d031604,520.0,Desktop,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,True,True,True,False,True,True,4,1,8,3,7,6,2,5,9,False,True,False,True,False,False,True,False,False,False,7,False,True,False,True,True,False,False,shortcutter,2
77,327940401.0,560343201,e007afe0-36e0-4baa-9e49-6761486a0afd,1447.0,Desktop,True,True,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,True,False,2,9,1,5,7,4,8,3,6,True,False,True,False,False,False,False,True,False,True,10,True,False,False,True,False,False,False,believer,1
78,30993121.0,515828554,47c3c803-2887-4f71-b1a6-e3a537bd2b08,64.0,Desktop,False,True,False,False,True,True,False,False,True,True,True,True,True,True,False,True,True,True,False,False,True,9,3,4,7,1,2,5,6,8,False,True,False,False,True,True,False,False,False,False,6,True,False,True,True,False,True,False,survivor,2
79,477511049.0,557587422,6b567170-0004-420d-b21a-a2dd5a523b70,1443.0,Desktop,False,True,True,True,False,False,False,False,True,True,True,False,True,True,False,True,False,False,True,True,False,8,3,1,4,6,2,9,7,5,False,True,True,False,False,True,False,False,False,False,6,True,True,True,False,False,False,False,prepared,4
80,45806817.0,543284133,ed59f1e0-e75b-41b5-91b3-fbbb5205763a,65.0,Desktop,False,True,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,3,6,7,8,9,1,4,2,5,True,False,False,False,False,True,False,True,False,False,3,False,False,True,True,False,True,False,survivor,1
81,386890993.0,495550487,0a740405-15a0-4992-bd5f-771f942098b4,163.0,Desktop,False,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,6,1,9,5,8,4,2,3,7,False,True,False,False,False,False,True,True,False,True,6,False,True,True,True,True,False,False,shortcutter,3
82,59529169.0,529363895,139dd989-725d-4d20-b37b-33ee860d2c6d,1421.0,Desktop,False,True,False,True,True,False,False,True,True,True,True,True,True,True,False,True,True,True,False,True,False,9,1,6,2,4,8,7,3,5,False,True,False,True,False,False,False,True,False,False,4,False,True,True,True,False,True,False,shortcutter,4
83,18909113.0,529501677,6b698d94-8208-4eaf-8b9b-e474d6c6ef20,1447.0,Desktop,False,True,False,False,True,False,False,True,True,True,True,True,True,True,False,True,False,True,False,True,True,8,2,3,1,5,4,7,9,6,False,True,True,True,False,False,False,False,False,False,6,False,True,True,True,False,True,False,perfect,2
84,,533786340,4ad73b0f-74f4-4c87-ace2-2b71b08dcb9d,1421.0,Desktop,False,False,False,False,True,True,False,True,True,True,False,True,False,False,False,True,True,True,True,True,False,9,1,4,2,3,8,5,6,7,False,True,False,True,True,False,False,False,False,False,5,False,False,False,True,False,False,False,shortcutter,3
85,30922503.0,551263455,9ff17a43-8b81-40dc-a541-4f07445ffbc9,1421.0,Desktop,False,False,False,False,True,False,False,True,True,True,True,True,False,True,False,True,True,False,False,True,True,7,3,6,1,9,4,5,2,8,False,True,False,True,False,False,False,True,False,False,10,False,True,False,True,False,True,False,shortcutter,2
86,4359883.0,559436486,c84e35ae-b86c-4c7f-8a3b-38fd428d9a5c,,Desktop,True,False,False,False,True,True,True,False,True,True,False,False,True,True,False,True,False,True,True,True,True,6,7,3,2,1,4,9,8,5,False,False,True,True,True,False,False,False,False,False,7,False,False,False,True,False,False,False,dreamer,4
87,32340919.0,515353815,41f331cb-d612-4740-a35b-88495cdf93f7,1449.0,Desktop,True,True,True,False,True,False,False,True,True,True,True,False,True,True,False,True,True,False,False,True,True,6,9,2,7,5,1,4,3,8,False,False,True,False,False,True,False,True,False,False,8,False,True,False,False,True,False,False,believer,1
88,28953685.0,559020790,c9c885d9-1ec8-4758-93ab-1bd8b397ab96,1213.0,Desktop,True,True,False,False,True,False,False,True,True,True,True,True,True,True,False,True,False,False,True,True,False,7,5,6,3,2,4,8,9,1,False,False,False,True,True,False,False,False,True,False,3,False,True,False,True,False,False,False,perfect,4
